"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Attendance","Referee","HS","AS","HST","AST","HHW","AHW","HC","AC","HF","AF","HO","AO","HY","AY","HR","AR","HBP","ABP","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","WHH","WHD","WHA"
"76","E0",2000-09-30,"West Ham","Bradford",1,1,"D",1,0,"H",25407,"Mike Dean",14,9,6,6,0,0,7,2,14,10,8,0,3,2,0,0,30,20,1.5,3.55,6.1,1.55,3.3,4.5,1.55,3.5,5,1.4,3.75,6.5,1.44,3.6,6.5
"77","E0",2000-10-01,"Arsenal","Man United",1,0,"H",1,0,"H",38146,"Graham Barber",7,13,5,4,0,0,3,11,18,17,8,1,2,3,0,0,20,30,2.55,3.2,2.45,2.3,2.9,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,2.9,2.62
"78","E0",2000-10-01,"Chelsea","Liverpool",3,0,"H",2,0,"H",34966,"Dermot Gallagher",11,10,5,2,0,0,3,1,14,14,4,2,1,1,0,0,10,10,2,3.3,3.15,2.1,2.9,2.9,2.1,3.2,3,2.1,3.1,3.2,2.2,3,3
"79","E0",2000-10-01,"Sunderland","Leicester",0,0,"D",0,0,"D",45338,"Steve Lodge",11,8,5,2,0,0,6,2,12,8,4,9,3,1,0,0,30,10,2.05,3.2,3.15,1.9,3,3.1,2.1,3.2,3,2,3.2,3.3,1.9,3.2,3.5
"80","E0",2000-10-14,"Arsenal","Aston Villa",1,0,"H",0,0,"D",38046,"Rob Harris",16,8,10,3,0,0,7,4,12,20,3,3,1,4,0,1,10,65,1.47,3.5,6,1.6,3.2,4.2,1.4,3.75,7,1.53,3.4,6,1.53,3.4,5.5
"81","E0",2000-10-14,"Coventry","Tottenham",2,1,"H",2,0,"H",21435,"Peter Jones",0,4,5,5,0,1,3,5,12,16,3,6,0,4,1,0,25,40,2.6,3.1,2.4,2.3,2.9,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.1,2.37
"82","E0",2000-10-14,"Everton","Southampton",1,1,"D",0,0,"D",29491,"David Ellaray",7,7,3,4,0,0,9,8,16,13,1,1,1,3,0,0,10,30,1.85,3.25,3.7,1.8,3,3.5,1.9,3.25,3.4,1.91,3.25,3.5,1.8,3.3,3.75
"83","E0",2000-10-14,"Ipswich","West Ham",1,1,"D",1,0,"H",22243,"Neale Barry",11,7,8,2,1,0,8,5,10,11,1,5,0,4,0,0,0,40,2.2,3.2,2.9,2.2,2.9,2.7,2.4,3.25,2.5,2.3,3.2,2.7,2.37,3.1,2.62
"84","E0",2000-10-14,"Leeds","Charlton",3,1,"H",1,0,"H",38837,"Mike Dean",22,10,10,8,0,0,8,5,7,9,2,1,0,1,0,0,0,10,1.5,3.25,6.3,1.55,3.3,4.5,1.5,3.4,6,1.5,3.5,6,1.5,3.6,5.5
"85","E0",2000-10-14,"Leicester","Man United",0,3,"A",0,1,"A",22132,"Paul Durkin",10,16,4,5,0,1,6,7,8,11,3,2,0,0,0,0,0,0,3.7,3.3,1.85,3.1,3,1.9,3.75,3.2,1.85,3.75,3.25,1.85,3.75,3.3,1.8
"86","E0",2000-10-14,"Man City","Bradford",2,0,"H",2,0,"H",34229,"Barry Knight",13,10,10,2,1,0,5,6,10,16,7,8,0,2,0,0,0,20,1.7,3.35,4.2,1.7,3.1,3.8,1.7,3.5,3.75,1.75,3.4,4,1.8,3.3,3.75
"87","E0",2000-10-14,"Sunderland","Chelsea",1,0,"H",0,0,"D",45078,"Jeff Winter",16,11,11,2,1,0,5,0,12,18,3,1,0,1,1,1,25,35,3.05,3.05,2.15,2.35,3,2.35,2.75,3.2,2.25,2.88,3,2.3,3,3.2,2.1
"88","E0",2000-10-15,"Derby","Liverpool",0,4,"A",0,1,"A",30352,"Steve Bennett",6,16,0,11,0,0,4,3,18,13,5,9,1,1,0,0,10,10,3.3,3.2,1.95,3.2,2.9,1.9,3.4,3.25,1.9,3.75,3.25,1.83,3.75,3.2,1.83
"89","E0",2000-10-16,"Middlesbrough","Newcastle",1,3,"A",0,1,"A",31436,"Steve Dunn",8,15,2,8,0,0,6,6,8,13,4,4,2,1,0,0,20,10,2.45,3.1,2.55,2.4,2.9,2.4,2.35,3.2,2.6,2.38,3.2,2.63,2.5,3.1,2.5
"90","E0",2000-10-21,"Bradford","Ipswich",0,2,"A",0,1,"A",17045,"Paul Taylor",7,12,3,3,0,1,9,1,15,14,6,3,1,0,0,0,10,0,2.3,3.15,2.75,2.2,2.9,2.7,2.35,3.2,2.6,2.38,3,2.75,2.25,3.2,2.75
"91","E0",2000-10-21,"Charlton","Middlesbrough",1,0,"H",0,0,"D",20043,"Mike Riley",5,8,2,6,0,0,5,6,11,19,4,2,2,2,0,0,20,20,2.2,3.25,2.8,2.2,2.9,2.7,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.2,3
"92","E0",2000-10-21,"Chelsea","Coventry",6,1,"H",2,0,"H",34646,"Steve Lodge",33,3,19,3,1,0,10,0,6,8,3,5,0,1,0,1,0,35,1.4,3.8,6.5,1.5,3.4,4.7,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5
"93","E0",2000-10-21,"Liverpool","Leicester",1,0,"H",0,0,"D",44395,"Andy D'Urso",24,8,11,3,0,0,10,9,8,10,1,3,1,2,0,0,10,20,1.5,3.5,5.5,1.5,3.4,4.7,1.5,3.4,6,1.53,3.5,5.5,1.5,3.4,6
"94","E0",2000-10-21,"Man United","Leeds",3,0,"H",1,0,"H",67523,"Jeff Winter",26,5,14,0,0,0,12,4,9,18,1,9,0,2,0,0,0,20,1.5,3.55,6,1.5,3.4,4.7,1.55,3.5,5,1.4,3.6,6,1.44,3.6,6.5
"95","E0",2000-10-21,"Newcastle","Everton",0,1,"A",0,0,"D",51625,"Mark Halsey",11,9,4,4,0,0,5,4,9,12,3,3,1,3,0,0,10,30,1.6,3.4,5,1.55,3.3,4.5,1.5,3.4,6,1.53,3.4,6,1.53,3.4,5.5
"96","E0",2000-10-21,"Tottenham","Derby",3,1,"H",2,1,"H",34483,"Mike Dean",18,8,8,7,0,0,7,4,9,16,7,6,1,2,0,0,10,20,1.55,3.4,5.65,1.5,3.4,4.7,1.45,3.75,6,1.5,3.5,6,1.44,3.6,6.5
"97","E0",2000-10-21,"West Ham","Arsenal",1,2,"A",0,2,"A",26034,"Dermot Gallagher",11,13,3,5,0,0,5,4,15,11,5,6,1,0,0,0,10,0,3.35,3.2,1.95,2.9,2.9,2.1,3.4,3.25,1.9,3.3,3.2,2,3,3.2,2.1
"98","E0",2000-10-22,"Aston Villa","Sunderland",0,0,"D",0,0,"D",27215,"Rob Styles",17,7,4,3,0,1,7,3,11,17,4,4,1,3,0,0,10,30,1.75,3.35,4,1.6,3.2,4.2,1.8,3.2,4,1.8,3.25,4,1.72,3.4,4
"99","E0",2000-10-23,"Southampton","Man City",0,2,"A",0,1,"A",15056,"Alan Wiley",19,11,6,4,0,0,9,3,10,15,2,0,1,2,0,0,10,20,1.95,3.2,3.4,2,2.9,3,2,3.2,3.2,2,3.25,3.25,1.9,3.25,3.4
"100","E0",2000-10-28,"Arsenal","Man City",5,0,"H",1,0,"H",38049,"Rob Styles",22,6,14,2,1,0,10,4,6,13,7,4,0,3,0,1,0,55,1.31,4.25,8,1.3,4,7,1.25,4.5,10,1.3,4.33,8.5,1.28,4.5,8
"101","E0",2000-10-28,"Aston Villa","Charlton",2,1,"H",2,0,"H",27461,"Dermot Gallagher",12,7,7,4,1,0,9,6,13,11,3,4,3,2,0,0,30,20,1.7,4.3,3.2,1.6,3.2,4.2,1.6,3.25,5,1.62,3.4,5,1.61,3.25,5
"102","E0",2000-10-28,"Chelsea","Tottenham",3,0,"H",2,0,"H",34966,"Steve Dunn",9,6,7,3,1,0,2,3,12,14,5,2,3,3,0,0,30,30,1.66,3.2,4.7,1.7,3.1,3.8,1.55,3.5,5,1.5,3.4,5.5,1.61,3.25,5
"103","E0",2000-10-28,"Ipswich","Middlesbrough",2,1,"H",2,0,"H",21771,"Neale Barry",19,7,11,3,1,0,6,1,8,17,1,4,0,2,0,0,0,20,2.2,3.2,2.85,2.1,2.9,2.9,1.85,3.2,3.75,2,3.2,3.2,2.1,3.2,3
"104","E0",2000-10-28,"Leicester","Derby",2,1,"H",1,1,"D",20525,"Graham Poll",9,7,5,2,0,0,7,3,9,18,2,1,0,3,0,0,0,30,1.6,3.35,4.9,1.6,3.2,4.2,1.5,3.4,6,1.6,3.25,5.5,1.66,3.1,5
"105","E0",2000-10-28,"Man United","Southampton",5,0,"H",2,0,"H",67581,"Andy D'Urso",16,12,8,5,1,0,7,7,5,9,3,5,0,0,0,0,0,0,1.2,5.3,10,1.2,4.7,9,1.25,4.5,10,1.22,4.8,11,1.2,5,11
"106","E0",2000-10-28,"Sunderland","Coventry",1,0,"H",0,0,"D",44526,"Alan Wiley",11,10,7,4,0,0,1,3,17,10,3,12,2,2,0,0,20,20,1.8,3.2,3.9,1.65,3.2,3.8,1.55,3.5,5,1.57,3.4,5.5,1.61,3.25,5
"107","E0",2000-10-28,"West Ham","Newcastle",1,0,"H",0,0,"D",26044,"Mike Riley",11,12,4,5,0,1,3,8,15,10,1,3,3,2,0,0,30,20,2.5,3.05,2.6,2.2,2.9,2.7,2.35,3.2,2.6,2.3,3.2,2.75,2.3,3.25,2.62
"108","E0",2000-10-29,"Bradford","Leeds",1,1,"D",1,0,"H",17364,"Steve Lodge",11,12,6,9,0,0,5,9,15,15,3,8,3,4,0,0,30,40,3.1,3.15,2.1,3,2.9,2,3.5,3.5,1.8,3.4,3.25,1.95,3.75,3.3,1.8
"109","E0",2000-10-29,"Liverpool","Everton",3,1,"H",1,1,"D",44718,"Paul Durkin",10,9,8,7,0,0,9,6,10,10,7,5,0,1,0,1,0,35,1.75,3.3,4.1,1.8,3,3.5,1.6,3.25,5,1.62,3.2,5.5,1.72,3.1,4.5
"110","E0",2000-11-04,"Charlton","Bradford",2,0,"H",2,0,"H",19655,"Neale Barry",11,12,7,8,0,0,3,6,10,20,9,1,0,1,0,1,0,35,1.7,3.25,4.5,1.6,3.2,4.2,1.7,3.4,4,1.67,3.4,4.5,1.72,3.4,4
"111","E0",2000-11-04,"Coventry","Man United",1,2,"A",0,2,"A",21079,"Graham Poll",4,11,2,6,0,1,3,9,17,8,4,5,1,1,0,0,10,10,4.55,3.35,1.66,4,3.3,1.6,6,3.4,1.5,6,3.4,1.53,5.5,3.25,1.57
"112","E0",2000-11-04,"Leeds","Liverpool",4,3,"H",1,2,"A",40055,"David Ellaray",10,14,7,8,1,0,7,7,18,18,10,4,1,4,0,0,10,40,2.3,3,2.85,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.63,2.5,3.1,2.5
"113","E0",2000-11-04,"Man City","Leicester",0,1,"A",0,0,"D",34279,"Mark Halsey",14,3,3,2,0,0,9,4,12,14,0,8,1,2,0,0,10,20,2.3,3.1,2.75,2.2,2.9,2.7,2.35,3.2,2.6,2.2,3.2,2.88,2.25,3.1,2.8
"114","E0",2000-11-04,"Middlesbrough","Arsenal",0,1,"A",0,1,"A",29541,"Andy D'Urso",4,11,3,8,0,0,5,8,10,11,3,4,1,1,1,0,35,10,3.55,3.2,1.9,3.5,3,1.8,5,3.5,1.57,5,3.4,1.62,4.5,3.3,1.66
"115","E0",2000-11-04,"Newcastle","Ipswich",2,1,"H",1,1,"D",50922,"Alan Wiley",11,8,6,5,0,0,7,4,13,7,7,5,1,0,0,0,10,0,1.75,3.2,4.35,1.75,3.1,3.6,1.65,3.25,4.5,1.6,3.5,4.75,1.72,3.4,4
"116","E0",2000-11-04,"Southampton","Chelsea",3,2,"H",2,0,"H",15236,"Jeff Winter",10,9,4,4,1,1,7,7,16,11,3,2,4,2,0,0,40,20,3.4,3.1,2,3.3,3,1.85,3.75,3.25,1.8,3.8,3.3,1.8,3.75,3.3,1.8
"117","E0",2000-11-04,"Tottenham","Sunderland",2,1,"H",1,0,"H",36016,"Dermot Gallagher",11,12,6,3,0,0,8,7,18,9,3,4,1,0,1,0,35,0,1.85,3.25,3.6,2,2.9,3,2.1,3.2,3,2,3.2,3.3,1.9,3.25,3.4
"118","E0",2000-11-05,"Everton","Aston Villa",0,1,"A",0,0,"D",27670,"Steve Lodge",14,4,6,1,0,0,6,2,17,23,1,1,3,2,0,0,30,20,2.3,3,2.9,2.3,2.9,2.5,2.35,3.2,2.6,2.4,3.2,2.63,2.37,3.1,2.62
"119","E0",2000-11-06,"Derby","West Ham",0,0,"D",0,0,"D",24621,"Paul Durkin",14,6,2,6,0,0,6,1,14,18,1,2,1,1,0,0,10,10,2.6,3.15,2.4,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.1,2.8,2.62,3.1,2.37
"120","E0",2000-11-11,"Arsenal","Derby",0,0,"D",0,0,"D",37679,"Steve Lodge",15,9,9,2,0,1,10,0,12,13,9,3,0,2,0,0,0,20,1.2,5.5,10,1.2,4.7,9,1.17,5.5,12,1.18,5.5,11,1.16,5.5,12
"121","E0",2000-11-11,"Aston Villa","Tottenham",2,0,"H",1,0,"H",33608,"Barry Knight",11,3,6,2,0,0,10,1,15,13,1,3,0,3,0,0,0,30,1.8,3.15,3.9,1.7,3.1,3.8,1.6,3.5,4.5,1.7,3.25,4.5,1.8,3.1,4
"122","E0",2000-11-11,"Bradford","Everton",0,1,"A",0,0,"D",17276,"Rob Harris",11,9,6,4,1,0,3,3,8,18,3,5,1,2,0,0,10,20,2.55,3.15,2.45,2.3,2.9,2.5,2.6,3.2,2.35,2.5,3.1,2.5,2.5,3.1,2.5
"123","E0",2000-11-11,"Ipswich","Charlton",2,0,"H",0,0,"D",22263,"Steve Bennett",30,7,13,4,0,0,13,3,8,12,2,4,0,2,0,0,0,20,1.9,3.15,3.6,1.9,2.9,3.2,1.9,3.25,3.4,1.9,3.25,3.6,1.83,3.2,3.75
"124","E0",2000-11-11,"Leicester","Newcastle",1,1,"D",0,0,"D",21406,"Rob Styles",8,7,4,1,0,0,0,3,7,8,6,3,1,1,0,0,10,10,2.15,3.05,3.1,2.2,2.9,2.7,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.8
"125","E0",2000-11-11,"Man United","Middlesbrough",2,1,"H",0,1,"A",67576,"Paul Durkin",18,5,11,1,0,0,10,0,5,10,8,5,0,0,0,0,0,0,1.21,5.15,10,1.25,4.3,8,1.2,5,11,1.18,5.5,11,1.16,5.5,12
"126","E0",2000-11-11,"Sunderland","Southampton",2,2,"D",1,1,"D",45064,"Mike Dean",11,10,5,5,1,0,7,4,13,21,3,4,1,1,0,0,10,10,1.66,3.3,4.7,1.6,3.2,4.2,1.55,3.5,5,1.6,3.3,5.25,1.66,3.3,4.5
"127","E0",2000-11-11,"West Ham","Man City",4,1,"H",0,1,"A",26022,"Jeff Winter",22,10,11,5,1,0,7,5,7,7,7,6,1,1,0,0,10,10,1.8,3.2,3.9,1.7,3.1,3.8,1.73,3.4,4,1.62,3.3,4.5,1.72,3.2,4.33
"128","E0",2000-11-12,"Chelsea","Leeds",1,1,"D",0,0,"D",35121,"Graham Poll",12,11,7,3,0,0,3,2,19,24,2,6,4,4,0,0,40,40,1.85,3.25,3.55,1.75,3.1,3.6,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
"129","E0",2000-11-12,"Liverpool","Coventry",4,1,"H",1,0,"H",43701,"Mike Riley",19,10,13,5,0,0,7,1,10,12,4,1,1,0,0,0,10,0,1.3,4.5,8,1.25,4.3,8,1.3,4,8,1.29,4.33,9,1.33,4,8
"130","E0",2000-11-18,"Charlton","Chelsea",2,0,"H",1,0,"H",20043,"Paul Durkin",10,13,6,3,0,1,4,5,18,22,5,1,2,3,0,0,20,30,3.2,3.1,2.05,2.9,2.9,2.1,2.75,3.25,2.2,3.3,3.2,2,3.4,3.25,1.9
"131","E0",2000-11-18,"Derby","Bradford",2,0,"H",0,0,"D",31614,"Andy D'Urso",7,7,3,4,0,0,2,4,10,18,2,3,3,1,0,0,30,10,1.85,3.25,3.55,1.85,2.9,3.4,1.7,3.4,4,1.75,3.4,4,1.72,3.4,4
"132","E0",2000-11-18,"Everton","Arsenal",2,0,"H",0,0,"D",33106,"Mike Riley",4,4,2,2,0,1,3,5,20,12,2,4,3,1,0,0,30,10,3.7,3.2,1.85,3.3,2.8,1.9,4.3,3.2,1.7,4,3.25,1.8,4,3.4,1.72
"133","E0",2000-11-18,"Leeds","West Ham",0,1,"A",0,1,"A",40005,"Paul Taylor",15,4,6,3,0,0,2,2,14,19,0,4,1,1,0,0,10,10,1.6,3.4,5,1.7,3.1,3.8,1.5,3.4,6,1.53,3.5,5.5,1.57,3.5,5
"134","E0",2000-11-18,"Man City","Man United",0,1,"A",0,1,"A",34429,"Steve Dunn",10,8,4,4,0,0,10,11,13,8,2,6,3,1,0,0,30,10,5.2,3.35,1.6,4.2,3.2,1.6,4.5,3.25,1.65,5.5,3.4,1.57,6,3.4,1.5
"135","E0",2000-11-18,"Middlesbrough","Leicester",0,3,"A",0,2,"A",27965,"Alan Wiley",11,9,4,7,1,0,6,2,8,12,3,4,3,1,0,0,30,10,2.55,3.1,2.45,2.2,2.9,2.7,2.35,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
"136","E0",2000-11-18,"Newcastle","Sunderland",1,2,"A",1,0,"H",52030,"Graham Poll",19,9,9,6,2,0,1,4,17,26,10,4,1,3,0,0,10,30,1.85,3.25,3.65,1.85,3,3.3,1.85,3.2,3.75,1.73,3.25,4.33,1.72,3.2,4.33
"137","E0",2000-11-18,"Southampton","Aston Villa",2,0,"H",2,0,"H",14979,"Peter Jones",7,9,3,3,0,0,3,3,10,10,3,2,0,0,0,0,0,0,2.65,3.05,2.4,2.4,2.9,2.4,2.6,3.2,2.35,2.7,3.1,2.38,2.62,3.1,2.37
"138","E0",2000-11-19,"Tottenham","Liverpool",2,1,"H",2,1,"H",36036,"Mark Halsey",6,9,4,4,1,0,6,5,11,13,3,3,1,2,0,0,10,20,2.65,3.25,2.3,2.35,3,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.2,2.25
"139","E0",2000-11-20,"Coventry","Ipswich",0,1,"A",0,0,"D",19322,"David Ellaray",12,10,5,4,1,0,5,5,10,12,6,4,1,1,0,0,10,10,2.4,2.95,2.75,2.2,2.9,2.7,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.1,2.5
"140","E0",2000-11-25,"Charlton","Sunderland",0,1,"A",0,0,"D",20043,"Steve Dunn",10,8,2,3,0,1,7,8,16,16,7,4,0,1,0,0,0,10,2.1,3.2,3,1.85,3,3.3,2.2,3.25,2.75,2.1,3.2,3.1,2.1,3.2,3
"141","E0",2000-11-25,"Coventry","Aston Villa",1,1,"D",0,1,"A",21464,"Jeff Winter",10,7,2,4,0,0,6,1,9,19,2,5,1,2,0,0,10,20,2.75,3.15,2.3,2.5,2.9,2.3,2.75,3.25,2.2,2.75,3.2,2.3,2.75,3.1,2.3
"142","E0",2000-11-25,"Derby","Man United",0,3,"A",0,0,"D",32910,"David Ellaray",1,12,0,7,0,0,3,9,12,12,3,4,2,1,0,0,20,10,6,3.6,1.45,4,3.1,1.65,6,3.75,1.44,6,3.6,1.5,6.5,3.6,1.44
"143","E0",2000-11-25,"Everton","Chelsea",2,1,"H",0,1,"A",33515,"Rob Styles",11,10,5,6,1,1,1,4,11,18,2,1,0,3,0,1,0,55,2.55,3.1,2.5,2.4,2.9,2.4,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.25,2.4
"144","E0",2000-11-25,"Man City","Ipswich",2,3,"A",0,2,"A",33741,"Mike Dean",9,11,4,4,0,2,6,5,8,5,7,2,0,2,0,0,0,20,2.25,3.15,2.8,2.1,3,2.8,2.37,3.2,2.6,2.3,3.2,2.7,2.37,3.1,2.62
"145","E0",2000-11-25,"Middlesbrough","Bradford",2,2,"D",0,2,"A",28526,"Paul Taylor",14,9,9,5,2,0,6,4,17,18,7,3,0,2,1,0,25,20,1.65,3.5,4.3,1.75,3.1,3.6,1.73,3.2,4.33,1.62,3.4,4.5,1.61,3.5,4.5
"146","E0",2000-11-25,"Southampton","West Ham",2,3,"A",1,2,"A",15232,"Steve Bennett",10,14,5,8,0,0,6,10,12,10,2,2,1,2,0,0,10,20,2.3,3.2,2.7,2.4,2.9,2.4,2.4,3.25,2.5,2.25,3.2,2.8,2.25,3.2,2.75
"147","E0",2000-11-25,"Tottenham","Leicester",3,0,"H",2,0,"H",35636,"Rob Harris",15,11,7,5,0,1,5,8,21,15,1,4,1,3,0,1,10,55,1.95,3.35,3.2,2,2.9,3,2.2,3.25,2.75,2.1,3.2,3.1,1.9,3.4,3.25
"148","E0",2000-11-26,"Leeds","Arsenal",1,0,"H",0,0,"D",38084,"Dermot Gallagher",12,9,6,3,1,1,8,4,19,22,3,3,1,7,0,0,10,70,2.5,3.2,2.5,2.4,2.9,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.25,2.3
"149","E0",2000-11-26,"Newcastle","Liverpool",2,1,"H",1,0,"H",51949,"Barry Knight",9,13,6,9,1,1,5,11,17,15,10,10,3,2,0,0,30,20,2.6,3.15,2.4,2.3,2.9,2.5,2.37,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5
"150","E0",2000-12-02,"Arsenal","Southampton",1,0,"H",0,0,"D",38036,"Steve Dunn",24,7,12,5,3,1,16,8,14,15,3,6,0,2,0,0,0,20,1.25,5,8.5,1.35,3.8,6.2,NA,NA,NA,1.25,4.75,9,1.28,4.5,8
"151","E0",2000-12-02,"Aston Villa","Newcastle",1,1,"D",1,0,"H",34255,"David Ellaray",8,9,4,5,0,1,8,2,11,12,2,5,2,1,0,0,20,10,2,3.15,3.3,2,2.9,3,NA,NA,NA,2,3.25,3.25,1.9,3.25,3.4
